Microsoft (R) COFF/PE Dumper Version 14.16.27030.1
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file ntdll.dll

File Type: DLL

  Section contains the following exports for ntdll.dll

    00000000 characteristics
    C00F8A30 time date stamp
        0.00 version
           8 ordinal base
        2379 number of functions
        2378 number of names

    ordinal hint RVA      name

       1598  635 000FCF90 RtlpGetUserOrMachineUILanguage4NLS
       1599  636 00005EE0 RtlpInitializeLangRegistryInfo
       1600  637 0005A2C0 RtlpIsQualifiedLanguage
       1601  638 00007950 RtlpLoadMachineUIByPolicy
       1602  639 00009270 RtlpLoadUserUIByPolicy
       1603  63A 00083040 RtlpMergeSecurityAttributeInformation
       1604  63B 00005F10 RtlpMuiFreeLangRegistryInfo
       1605  63C 000FDC60 RtlpMuiRegCreateRegistryInfo
       1606  63D 00008810 RtlpMuiRegFreeRegistryInfo
       1607  63E 00008720 RtlpMuiRegLoadRegistryInfo
       1608  63F 000E6D40 RtlpNotOwnerCriticalSection
       1609  640 00088ED0 RtlpNtCreateKey
       1610  641 0007F0A0 RtlpNtEnumerateSubKey
       1611  642 00101190 RtlpNtMakeTemporaryKey
       1612  643 0007CA10 RtlpNtOpenKey
       1613  644 0007A6B0 RtlpNtQueryValueKey
       1614  645 00088F10 RtlpNtSetValueKey
       1615  646 00007B50 RtlpQueryDefaultUILanguage
       1616  647 000D8190 RtlpQueryProcessDebugInformationFromWow64
       1617  648 000D8230 RtlpQueryProcessDebugInformationRemote
       1618  649 000FF5D0 RtlpRefreshCachedUILanguage
       1619  64A 000ED730 RtlpSetInstallLanguage
       1620  64B 000EDDF0 RtlpSetPreferredUILanguages
       1621  64C 000EDDF0 RtlpSetUserPreferredUILanguages
       1622  64D 0005D790 RtlpTimeFieldsToTime
       1623  64E 0005DAB0 RtlpTimeToTimeFields
       1624  64F 000A0E96 RtlpUmsExecuteYieldThreadEnd
       1625  650 000A0DA3 RtlpUmsThreadYield
       1626  651 000E7070 RtlpUnWaitCriticalSection
       1627  652 0008A4B0 RtlpVerifyAndCommitUILanguageSettings
       1628  653 0007F760 RtlpWaitForCriticalSection
       1629  654 00085500 RtlpWow64CtxFromAmd64
       1630  655 0006D930 RtlpWow64GetContextOnAmd64
       1631  656 0006C770 RtlpWow64SetContextOnAmd64
       1632  657 00022090 RtlxAnsiStringToUnicodeSize
       1633  658 00022090 RtlxOemStringToUnicodeSize
       1634  659 00061B90 RtlxUnicodeStringToAnsiSize
       1635  65A 00061B90 RtlxUnicodeStringToOemSize
       1636  65B 001100C0 SbExecuteProcedure
       1637  65C 0002CE30 SbSelectProcedure
       1638  65D 000DCFC0 ShipAssert
       1639  65E 000DD0E0 ShipAssertGetBufferInfo
       1640  65F 000DD110 ShipAssertMsgA
       1641  660 000DD110 ShipAssertMsgW
       1642  661 00078050 TpAllocAlpcCompletion
       1643  662 00078150 TpAllocAlpcCompletionEx
       1644  663 0007CC60 TpAllocCleanupGroup
       1645  664 00062120 TpAllocIoCompletion
       1646  665 0007DA10 TpAllocJobNotification
       1647  666 00062890 TpAllocPool
       1648  667 00031BB0 TpAllocTimer
       1649  668 00031140 TpAllocWait
       1650  669 00062610 TpAllocWork
       1651  66A 00077F80 TpAlpcRegisterCompletionList
       1652  66B 00077F40 TpAlpcUnregisterCompletionList
       1653  66C 0010EF70 TpCallbackDetectedUnrecoverableError
       1654  66D 000331C0 TpCallbackIndependent
       1655  66E 00088DA0 TpCallbackLeaveCriticalSectionOnCompletion
       1656  66F 0006FF90 TpCallbackMayRunLong
       1657  670 00088E90 TpCallbackReleaseMutexOnCompletion
       1658  671 0010EFA0 TpCallbackReleaseSemaphoreOnCompletion
       1659  672 00066E90 TpCallbackSendAlpcMessageOnCompletion
       1660  673 0008B880 TpCallbackSendPendingAlpcMessage
       1661  674 00083E80 TpCallbackSetEventOnCompletion
       1662  675 0007E260 TpCallbackUnloadDllOnCompletion
       1663  676 00062050 TpCancelAsyncIoOperation
       1664  677 00073B30 TpCaptureCaller
       1665  678 0006CF00 TpCheckTerminateWorker
       1666  679 0010EFE0 TpDbgDumpHeapUsage
       1667  67A 0007F760 TpDbgSetLogRoutine
       1668  67B 00083D80 TpDisablePoolCallbackChecks
       1669  67C 0007ECD0 TpDisassociateCallback
       1670  67D 000323B0 TpIsTimerSet
       1671  67E 00036580 TpPostWork
       1672  67F 0010EA90 TpQueryPoolStackInformation
       1673  680 00078080 TpReleaseAlpcCompletion
       1674  681 0007FF20 TpReleaseCleanupGroup
       1675  682 00066280 TpReleaseCleanupGroupMembers
       1676  683 000620C0 TpReleaseIoCompletion
       1677  684 0007D850 TpReleaseJobNotification
       1678  685 00080DA0 TpReleasePool
       1679  686 00031820 TpReleaseTimer
       1680  687 000302E0 TpReleaseWait
       1681  688 00031720 TpReleaseWork
       1682  689 0010EB50 TpSetDefaultPoolMaxThreads
       1683  68A 0007E020 TpSetDefaultPoolStackInformation
       1684  68B 000627C0 TpSetPoolMaxThreads
       1685  68C 0007F710 TpSetPoolMaxThreadsSoftLimit
       1686  68D 00081240 TpSetPoolMinThreads
       1687  68E 0007E140 TpSetPoolStackInformation
       1688  68F 00084220 TpSetPoolThreadBasePriority
       1689  690 0010EC80 TpSetPoolThreadCpuSets
       1690  691 00062830 TpSetPoolWorkerThreadIdleTimeout
       1691  692 000323F0 TpSetTimer
       1692  693 00032400 TpSetTimerEx
       1693  694 0002F0B0 TpSetWait
       1694  695 000312E0 TpSetWaitEx
       1695  696 000372D0 TpSimpleTryPost
       1696  697 00062370 TpStartAsyncIoOperation
       1697  698 00030D40 TpTimerOutstandingCallbackCount
       1698  699 00060160 TpTrimPools
       1699  69A 00077FE0 TpWaitForAlpcCompletion
       1700  69B 00061FE0 TpWaitForIoCompletion
       1701  69C 0007D810 TpWaitForJobNotification
       1702  69D 00031D20 TpWaitForTimer
       1703  69E 0002F0C0 TpWaitForWait
       1704  69F 0007CB10 TpWaitForWork
       1705  6A0 000783F0 VerSetConditionMask
       1706  6A1 000DC8B0 WerReportExceptionWorker
       1707  6A2 000DD5C0 WerReportSQMEvent
       1708  6A3 0007F760 WinSqmAddToAverageDWORD
       1709  6A4 0007F760 WinSqmAddToStream
       1710  6A5 0007F760 WinSqmAddToStreamEx
       1711  6A6 000822C0 WinSqmCheckEscalationAddToStreamEx
       1712  6A7 000822C0 WinSqmCheckEscalationSetDWORD
       1713  6A8 000822C0 WinSqmCheckEscalationSetDWORD64
       1714  6A9 000822C0 WinSqmCheckEscalationSetString
       1715  6AA 00084A80 WinSqmCommonDatapointDelete
       1716  6AB 00084A80 WinSqmCommonDatapointSetDWORD
       1717  6AC 00084A80 WinSqmCommonDatapointSetDWORD64
       1718  6AD 00084A80 WinSqmCommonDatapointSetStreamEx
       1719  6AE 00084A80 WinSqmCommonDatapointSetString
       1720  6AF 0007F760 WinSqmEndSession
       1721  6B0 000822C0 WinSqmEventEnabled
       1722  6B1 000822C0 WinSqmEventWrite
       1723  6B2 000822C0 WinSqmGetEscalationRuleStatus
       1724  6B3 000DD9B0 WinSqmGetInstrumentationProperty
       1725  6B4 0007F760 WinSqmIncrementDWORD
       1726  6B5 000822C0 WinSqmIsOptedIn
       1727  6B6 000822C0 WinSqmIsOptedInEx
       1728  6B7 00084A80 WinSqmIsSessionDisabled
       1729  6B8 0007F760 WinSqmSetDWORD
       1730  6B9 0007F760 WinSqmSetDWORD64
       1731  6BA 00084A80 WinSqmSetEscalationInfo
       1732  6BB 0007F760 WinSqmSetIfMaxDWORD
       1733  6BC 0007F760 WinSqmSetIfMinDWORD
       1734  6BD 0007F760 WinSqmSetString
       1735  6BE 000849D0 WinSqmStartSession
       1736  6BF 000849D0 WinSqmStartSessionForPartner
       1737  6C0 000822C0 WinSqmStartSqmOptinListener
       1738  6C1 0009C090 ZwAcceptConnectPort
       1739  6C2 0009C050 ZwAccessCheck
       1740  6C3 0009C570 ZwAccessCheckAndAuditAlarm
       1741  6C4 0009CCA0 ZwAccessCheckByType
       1742  6C5 0009CB70 ZwAccessCheckByTypeAndAuditAlarm
       1743  6C6 0009CCC0 ZwAccessCheckByTypeResultList
       1744  6C7 0009CCE0 ZwAccessCheckByTypeResultListAndAuditAlarm
       1745  6C8 0009CD00 ZwAccessCheckByTypeResultListAndAuditAlarmByHandle
       1746  6C9 0009CD20 ZwAcquireProcessActivityReference
       1747  6CA 0009C930 ZwAddAtom
       1748  6CB 0009CD40 ZwAddAtomEx
       1749  6CC 0009CD60 ZwAddBootEntry
       1750  6CD 0009CD80 ZwAddDriverEntry
       1751  6CE 0009CDA0 ZwAdjustGroupsToken
       1752  6CF 0009C870 ZwAdjustPrivilegesToken
       1753  6D0 0009CDC0 ZwAdjustTokenClaimsAndDeviceGroups
       1754  6D1 0009CDE0 ZwAlertResumeThread
       1755  6D2 0009CE00 ZwAlertThread
       1756  6D3 0009CE20 ZwAlertThreadByThreadId
       1757  6D4 0009CE40 ZwAllocateLocallyUniqueId
       1758  6D5 0009CE60 ZwAllocateReserveObject
       1759  6D6 0009CE80 ZwAllocateUserPhysicalPages
       1760  6D7 0009CEA0 ZwAllocateUuids
       1761  6D8 0009C350 ZwAllocateVirtualMemory
       1762  6D9 0009CEC0 ZwAllocateVirtualMemoryEx
       1763  6DA 0009CEE0 ZwAlpcAcceptConnectPort
       1764  6DB 0009CF00 ZwAlpcCancelMessage
       1765  6DC 0009CF20 ZwAlpcConnectPort
       1766  6DD 0009CF40 ZwAlpcConnectPortEx
       1767  6DE 0009CF60 ZwAlpcCreatePort
       1768  6DF 0009CF80 ZwAlpcCreatePortSection
       1769  6E0 0009CFA0 ZwAlpcCreateResourceReserve
       1770  6E1 0009CFC0 ZwAlpcCreateSectionView
       1771  6E2 0009CFE0 ZwAlpcCreateSecurityContext
       1772  6E3 0009D000 ZwAlpcDeletePortSection
       1773  6E4 0009D020 ZwAlpcDeleteResourceReserve
       1774  6E5 0009D040 ZwAlpcDeleteSectionView
       1775  6E6 0009D060 ZwAlpcDeleteSecurityContext
       1776  6E7 0009D080 ZwAlpcDisconnectPort
       1777  6E8 0009D0A0 ZwAlpcImpersonateClientContainerOfPort
       1778  6E9 0009D0C0 ZwAlpcImpersonateClientOfPort
       1779  6EA 0009D0E0 ZwAlpcOpenSenderProcess
       1780  6EB 0009D100 ZwAlpcOpenSenderThread
       1781  6EC 0009D120 ZwAlpcQueryInformation
       1782  6ED 0009D140 ZwAlpcQueryInformationMessage
       1783  6EE 0009D160 ZwAlpcRevokeSecurityContext
       1784  6EF 0009D180 ZwAlpcSendWaitReceivePort
       1785  6F0 0009D1A0 ZwAlpcSetInformation
       1786  6F1 0009C9D0 ZwApphelpCacheControl
       1787  6F2 0009D1C0 ZwAreMappedFilesTheSame
       1788  6F3 0009D1E0 ZwAssignProcessToJobObject
       1789  6F4 0009D200 ZwAssociateWaitCompletionPacket
       1790  6F5 0009D220 ZwCallEnclave
       1791  6F6 0009C0F0 ZwCallbackReturn
       1792  6F7 0009CBE0 ZwCancelIoFile
       1793  6F8 0009D240 ZwCancelIoFileEx
       1794  6F9 0009D260 ZwCancelSynchronousIoFile
       1795  6FA 0009CC60 ZwCancelTimer
       1796  6FB 0009D280 ZwCancelTimer2
       1797  6FC 0009D2A0 ZwCancelWaitCompletionPacket
       1798  6FD 0009C810 ZwClearEvent
       1799  6FE 0009C230 ZwClose
       1800  6FF 0009C7B0 ZwCloseObjectAuditAlarm
       1801  700 0009D2C0 ZwCommitComplete
       1802  701 0009D2E0 ZwCommitEnlistment
       1803  702 0009D300 ZwCommitRegistryTransaction
       1804  703 0009D320 ZwCommitTransaction
       1805  704 0009D340 ZwCompactKeys
       1806  705 0009D360 ZwCompareObjects
       1807  706 0009D380 ZwCompareSigningLevels
       1808  707 0009D3A0 ZwCompareTokens
       1809  708 0009D3C0 ZwCompleteConnectPort
       1810  709 0009D3E0 ZwCompressKey
       1811  70A 0009D400 ZwConnectPort
       1812  70B 0009C8B0 ZwContinue
       1813  70C 0009D420 ZwConvertBetweenAuxiliaryCounterAndPerformanceCounter
       1814  70D 0009D440 ZwCreateCrossVmEvent
       1815  70E 0009D460 ZwCreateDebugObject
       1816  70F 0009D480 ZwCreateDirectoryObject
       1817  710 0009D4A0 ZwCreateDirectoryObjectEx
       1818  711 0009D4C0 ZwCreateEnclave
       1819  712 0009D4E0 ZwCreateEnlistment
       1820  713 0009C950 ZwCreateEvent
       1821  714 0009D500 ZwCreateEventPair
       1822  715 0009CAF0 ZwCreateFile
       1823  716 0009D520 ZwCreateIRTimer
       1824  717 0009D540 ZwCreateIoCompletion
       1825  718 0009D560 ZwCreateJobObject
       1826  719 0009D580 ZwCreateJobSet
       1827  71A 0009C3F0 ZwCreateKey
       1828  71B 0009D5A0 ZwCreateKeyTransacted
       1829  71C 0009D5C0 ZwCreateKeyedEvent
       1830  71D 0009D5E0 ZwCreateLowBoxToken
       1831  71E 0009D600 ZwCreateMailslotFile
       1832  71F 0009D620 ZwCreateMutant
       1833  720 0009D640 ZwCreateNamedPipeFile
       1834  721 0009D660 ZwCreatePagingFile
       1835  722 0009D680 ZwCreatePartition
       1836  723 0009D6A0 ZwCreatePort
       1837  724 0009D6C0 ZwCreatePrivateNamespace
       1838  725 0009D6E0 ZwCreateProcess
       1839  726 0009C9F0 ZwCreateProcessEx
       1840  727 0009D700 ZwCreateProfile
       1841  728 0009D720 ZwCreateProfileEx
       1842  729 0009D740 ZwCreateRegistryTransaction
       1843  72A 0009D760 ZwCreateResourceManager
       1844  72B 0009C990 ZwCreateSection
       1845  72C 0009D780 ZwCreateSectionEx
       1846  72D 0009D7A0 ZwCreateSemaphore
       1847  72E 0009D7C0 ZwCreateSymbolicLinkObject
       1848  72F 0009CA10 ZwCreateThread
       1849  730 0009D7E0 ZwCreateThreadEx
       1850  731 0009D800 ZwCreateTimer
       1851  732 0009D820 ZwCreateTimer2
       1852  733 0009D840 ZwCreateToken
       1853  734 0009D860 ZwCreateTokenEx
       1854  735 0009D880 ZwCreateTransaction
       1855  736 0009D8A0 ZwCreateTransactionManager
       1856  737 0009D8C0 ZwCreateUserProcess
       1857  738 0009D8E0 ZwCreateWaitCompletionPacket
       1858  739 0009D900 ZwCreateWaitablePort
       1859  73A 0009D920 ZwCreateWnfStateName
       1860  73B 0009D940 ZwCreateWorkerFactory
       1861  73C 0009D960 ZwDebugActiveProcess
       1862  73D 0009D980 ZwDebugContinue
       1863  73E 0009C6D0 ZwDelayExecution
       1864  73F 0009D9A0 ZwDeleteAtom
       1865  740 0009D9C0 ZwDeleteBootEntry
       1866  741 0009D9E0 ZwDeleteDriverEntry
       1867  742 0009DA00 ZwDeleteFile
       1868  743 0009DA20 ZwDeleteKey
       1869  744 0009DA40 ZwDeleteObjectAuditAlarm
       1870  745 0009DA60 ZwDeletePrivateNamespace
       1871  746 0009DA80 ZwDeleteValueKey
       1872  747 0009DAA0 ZwDeleteWnfStateData
       1873  748 0009DAC0 ZwDeleteWnfStateName
       1874  749 0009C130 ZwDeviceIoControlFile
       1875  74A 0009DAE0 ZwDisableLastKnownGood
       1876  74B 0009DB00 ZwDisplayString
       1877  74C 0009DB20 ZwDrawText
       1878  74D 0009C7D0 ZwDuplicateObject
       1879  74E 0009C890 ZwDuplicateToken
       1880  74F 0009DB40 ZwEnableLastKnownGood
       1881  750 0009DB60 ZwEnumerateBootEntries
       1882  751 0009DB80 ZwEnumerateDriverEntries
       1883  752 0009C690 ZwEnumerateKey
       1884  753 0009DBA0 ZwEnumerateSystemEnvironmentValuesEx
       1885  754 0009DBC0 ZwEnumerateTransactionObject
       1886  755 0009C2B0 ZwEnumerateValueKey
       1887  756 0009DBE0 ZwExtendSection
       1888  757 0009DC00 ZwFilterBootOption
       1889  758 0009DC20 ZwFilterToken
       1890  759 0009DC40 ZwFilterTokenEx
       1891  75A 0009C2D0 ZwFindAtom
       1892  75B 0009C9B0 ZwFlushBuffersFile
       1893  75C 0009DC60 ZwFlushBuffersFileEx
       1894  75D 0009DC80 ZwFlushInstallUILanguage
       1895  75E 0009DCA0 ZwFlushInstructionCache
       1896  75F 0009DCC0 ZwFlushKey
       1897  760 0009DCE0 ZwFlushProcessWriteBuffers
       1898  761 0009DD00 ZwFlushVirtualMemory
       1899  762 0009DD20 ZwFlushWriteBuffer
       1900  763 0009DD40 ZwFreeUserPhysicalPages
       1901  764 0009C410 ZwFreeVirtualMemory
       1902  765 0009DD60 ZwFreezeRegistry
       1903  766 0009DD80 ZwFreezeTransactions
       1904  767 0009C770 ZwFsControlFile
       1905  768 0009DDA0 ZwGetCachedSigningLevel
       1906  769 0009DDC0 ZwGetCompleteWnfStateSubscription
       1907  76A 0009DDE0 ZwGetContextThread
       1908  76B 0009DE00 ZwGetCurrentProcessorNumber
       1909  76C 0009DE20 ZwGetCurrentProcessorNumberEx
       1910  76D 0009DE40 ZwGetDevicePowerState
       1911  76E 0009DE60 ZwGetMUIRegistryInfo
       1912  76F 0009DE80 ZwGetNextProcess
       1913  770 0009DEA0 ZwGetNextThread
       1914  771 0009DEC0 ZwGetNlsSectionPtr
       1915  772 0009DEE0 ZwGetNotificationResourceManager
       1916  773 0009DF00 ZwGetWriteWatch
       1917  774 0009DF20 ZwImpersonateAnonymousToken
       1918  775 0009C430 ZwImpersonateClientOfPort
       1919  776 0009DF40 ZwImpersonateThread
       1920  777 0009DF60 ZwInitializeEnclave
       1921  778 0009DF80 ZwInitializeNlsFiles
       1922  779 0009DFA0 ZwInitializeRegistry
       1923  77A 0009DFC0 ZwInitiatePowerAction
       1924  77B 0009CA30 ZwIsProcessInJob
       1925  77C 0009DFE0 ZwIsSystemResumeAutomatic
       1926  77D 0009E000 ZwIsUILanguageComitted
       1927  77E 0009E020 ZwListenPort
       1928  77F 0009E040 ZwLoadDriver
       1929  780 0009E060 ZwLoadEnclaveData
       1930  781 0009E080 ZwLoadKey
       1931  782 0009E0A0 ZwLoadKey2
       1932  783 0009E0C0 ZwLoadKeyEx
       1933  784 0009E0E0 ZwLockFile
       1934  785 0009E100 ZwLockProductActivationKeys
       1935  786 0009E120 ZwLockRegistryKey
       1936  787 0009E140 ZwLockVirtualMemory
       1937  788 0009E160 ZwMakePermanentObject
       1938  789 0009E180 ZwMakeTemporaryObject
       1939  78A 0009E1A0 ZwManageHotPatch
       1940  78B 0009E1C0 ZwManagePartition
       1941  78C 0009E1E0 ZwMapCMFModule
       1942  78D 0009E200 ZwMapUserPhysicalPages
       1943  78E 0009C0B0 ZwMapUserPhysicalPagesScatter
       1944  78F 0009C550 ZwMapViewOfSection
       1945  790 0009E220 ZwMapViewOfSectionEx
       1946  791 0009E240 ZwModifyBootEntry
       1947  792 0009E260 ZwModifyDriverEntry
       1948  793 0009E280 ZwNotifyChangeDirectoryFile
       1949  794 0009E2A0 ZwNotifyChangeDirectoryFileEx
       1950  795 0009E2C0 ZwNotifyChangeKey
       1951  796 0009E2E0 ZwNotifyChangeMultipleKeys
       1952  797 0009E300 ZwNotifyChangeSession
       1953  798 0009CB50 ZwOpenDirectoryObject
       1954  799 0009E320 ZwOpenEnlistment
       1955  79A 0009C850 ZwOpenEvent
       1956  79B 0009E340 ZwOpenEventPair
       1957  79C 0009C6B0 ZwOpenFile
       1958  79D 0009E360 ZwOpenIoCompletion
       1959  79E 0009E380 ZwOpenJobObject
       1960  79F 0009C290 ZwOpenKey
       1961  7A0 0009E3A0 ZwOpenKeyEx
       1962  7A1 0009E3C0 ZwOpenKeyTransacted
       1963  7A2 0009E3E0 ZwOpenKeyTransactedEx
       1964  7A3 0009E400 ZwOpenKeyedEvent
       1965  7A4 0009E420 ZwOpenMutant
       1966  7A5 0009E440 ZwOpenObjectAuditAlarm
       1967  7A6 0009E460 ZwOpenPartition
       1968  7A7 0009E480 ZwOpenPrivateNamespace
       1969  7A8 0009C510 ZwOpenProcess
       1970  7A9 0009E4A0 ZwOpenProcessToken
       1971  7AA 0009C650 ZwOpenProcessTokenEx
       1972  7AB 0009E4C0 ZwOpenRegistryTransaction
       1973  7AC 0009E4E0 ZwOpenResourceManager
       1974  7AD 0009C730 ZwOpenSection
       1975  7AE 0009E500 ZwOpenSemaphore
       1976  7AF 0009E520 ZwOpenSession
       1977  7B0 0009E540 ZwOpenSymbolicLinkObject
       1978  7B1 0009E560 ZwOpenThread
       1979  7B2 0009C4D0 ZwOpenThreadToken
       1980  7B3 0009C630 ZwOpenThreadTokenEx
       1981  7B4 0009E580 ZwOpenTimer
       1982  7B5 0009E5A0 ZwOpenTransaction
       1983  7B6 0009E5C0 ZwOpenTransactionManager
       1984  7B7 0009E5E0 ZwPlugPlayControl
       1985  7B8 0009CC20 ZwPowerInformation
       1986  7B9 0009E600 ZwPrePrepareComplete
       1987  7BA 0009E620 ZwPrePrepareEnlistment
       1988  7BB 0009E640 ZwPrepareComplete
       1989  7BC 0009E660 ZwPrepareEnlistment
       1990  7BD 0009E680 ZwPrivilegeCheck
       1991  7BE 0009E6A0 ZwPrivilegeObjectAuditAlarm
       1992  7BF 0009E6C0 ZwPrivilegedServiceAuditAlarm
       1993  7C0 0009E6E0 ZwPropagationComplete
       1994  7C1 0009E700 ZwPropagationFailed
       1995  7C2 0009CA50 ZwProtectVirtualMemory
       1996  7C3 0009E720 ZwPulseEvent
       1997  7C4 0009C7F0 ZwQueryAttributesFile
       1998  7C5 0009E740 ZwQueryAuxiliaryCounterFrequency
       1999  7C6 0009E760 ZwQueryBootEntryOrder
       2000  7C7 0009E780 ZwQueryBootOptions
       2001  7C8 0009E7A0 ZwQueryDebugFilterState
       2002  7C9 0009C2F0 ZwQueryDefaultLocale
       2003  7CA 0009C8D0 ZwQueryDefaultUILanguage
       2004  7CB 0009C6F0 ZwQueryDirectoryFile
       2005  7CC 0009E7C0 ZwQueryDirectoryFileEx
       2006  7CD 0009E7E0 ZwQueryDirectoryObject
       2007  7CE 0009E800 ZwQueryDriverEntryOrder
       2008  7CF 0009E820 ZwQueryEaFile
       2009  7D0 0009CB10 ZwQueryEvent
       2010  7D1 0009E840 ZwQueryFullAttributesFile
       2011  7D2 0009E860 ZwQueryInformationAtom
       2012  7D3 0009E880 ZwQueryInformationByName
       2013  7D4 0009E8A0 ZwQueryInformationEnlistment
       2014  7D5 0009C270 ZwQueryInformationFile
       2015  7D6 0009E8C0 ZwQueryInformationJobObject
       2016  7D7 0009E8E0 ZwQueryInformationPort
       2017  7D8 0009C370 ZwQueryInformationProcess
       2018  7D9 0009E900 ZwQueryInformationResourceManager
       2019  7DA 0009C4F0 ZwQueryInformationThread
       2020  7DB 0009C470 ZwQueryInformationToken
       2021  7DC 0009E920 ZwQueryInformationTransaction
       2022  7DD 0009E940 ZwQueryInformationTransactionManager
       2023  7DE 0009E960 ZwQueryInformationWorkerFactory
       2024  7DF 0009E980 ZwQueryInstallUILanguage
       2025  7E0 0009E9A0 ZwQueryIntervalProfile
       2026  7E1 0009E9C0 ZwQueryIoCompletion
       2027  7E2 0009C310 ZwQueryKey
       2028  7E3 0009E9E0 ZwQueryLicenseValue
       2029  7E4 0009EA00 ZwQueryMultipleValueKey
       2030  7E5 0009EA20 ZwQueryMutant
       2031  7E6 0009C250 ZwQueryObject
       2032  7E7 0009EA40 ZwQueryOpenSubKeys
       2033  7E8 0009EA60 ZwQueryOpenSubKeysEx
       2034  7E9 0009C670 ZwQueryPerformanceCounter
       2035  7EA 0009EA80 ZwQueryPortInformationProcess
       2036  7EB 0009EAA0 ZwQueryQuotaInformationFile
       2037  7EC 0009CA70 ZwQuerySection
       2038  7ED 0009EAC0 ZwQuerySecurityAttributesToken
       2039  7EE 0009EAE0 ZwQuerySecurityObject
       2040  7EF 0009EB00 ZwQuerySecurityPolicy
       2041  7F0 0009EB20 ZwQuerySemaphore
       2042  7F1 0009EB40 ZwQuerySymbolicLinkObject
       2043  7F2 0009EB60 ZwQuerySystemEnvironmentValue
       2044  7F3 0009EB80 ZwQuerySystemEnvironmentValueEx
       2045  7F4 0009C710 ZwQuerySystemInformation
       2046  7F5 0009EBA0 ZwQuerySystemInformationEx
       2047  7F6 0009CB90 ZwQuerySystemTime
       2048  7F7 0009C750 ZwQueryTimer
       2049  7F8 0009EBC0 ZwQueryTimerResolution
       2050  7F9 0009C330 ZwQueryValueKey
       2051  7FA 0009C4B0 ZwQueryVirtualMemory
       2052  7FB 0009C970 ZwQueryVolumeInformationFile
       2053  7FC 0009EBE0 ZwQueryWnfStateData
       2054  7FD 0009EC00 ZwQueryWnfStateNameInformation
       2055  7FE 0009C8F0 ZwQueueApcThread
       2056  7FF 0009EC20 ZwQueueApcThreadEx
       2057  800 0009EC40 ZwRaiseException
       2058  801 0009EC60 ZwRaiseHardError
       2059  802 0009C110 ZwReadFile
       2060  803 0009C610 ZwReadFileScatter
       2061  804 0009EC80 ZwReadOnlyEnlistment
       2062  805 0009CAD0 ZwReadRequestData
       2063  806 0009C830 ZwReadVirtualMemory
       2064  807 0009ECA0 ZwRecoverEnlistment
       2065  808 0009ECC0 ZwRecoverResourceManager
       2066  809 0009ECE0 ZwRecoverTransactionManager
       2067  80A 0009ED00 ZwRegisterProtocolAddressInformation
       2068  80B 0009ED20 ZwRegisterThreadTerminatePort
       2069  80C 0009ED40 ZwReleaseKeyedEvent
       2070  80D 0009C450 ZwReleaseMutant
       2071  80E 0009C190 ZwReleaseSemaphore
       2072  80F 0009ED60 ZwReleaseWorkerFactoryWorker
       2073  810 0009C170 ZwRemoveIoCompletion
       2074  811 0009ED80 ZwRemoveIoCompletionEx
       2075  812 0009EDA0 ZwRemoveProcessDebug
       2076  813 0009EDC0 ZwRenameKey
       2077  814 0009EDE0 ZwRenameTransactionManager
       2078  815 0009EE00 ZwReplaceKey
       2079  816 0009EE20 ZwReplacePartitionUnit
       2080  817 0009C1D0 ZwReplyPort
       2081  818 0009C1B0 ZwReplyWaitReceivePort
       2082  819 0009C5B0 ZwReplyWaitReceivePortEx
       2083  81A 0009EE40 ZwReplyWaitReplyPort
       2084  81B 0009EE60 ZwRequestPort
       2085  81C 0009C490 ZwRequestWaitReplyPort
       2086  81D 0009EE80 ZwResetEvent
       2087  81E 0009EEA0 ZwResetWriteWatch
       2088  81F 0009EEC0 ZwRestoreKey
       2089  820 0009EEE0 ZwResumeProcess
       2090  821 0009CA90 ZwResumeThread
       2091  822 0009EF00 ZwRevertContainerImpersonation
       2092  823 0009EF20 ZwRollbackComplete
       2093  824 0009EF40 ZwRollbackEnlistment
       2094  825 0009EF60 ZwRollbackRegistryTransaction
       2095  826 0009EF80 ZwRollbackTransaction
       2096  827 0009EFA0 ZwRollforwardTransactionManager
       2097  828 0009EFC0 ZwSaveKey
       2098  829 0009EFE0 ZwSaveKeyEx
       2099  82A 0009F000 ZwSaveMergedKeys
       2100  82B 0009F020 ZwSecureConnectPort
       2101  82C 0009F040 ZwSerializeBoot
       2102  82D 0009F060 ZwSetBootEntryOrder
       2103  82E 0009F080 ZwSetBootOptions
       2104  82F 0009F0A0 ZwSetCachedSigningLevel
       2105  830 0009F0C0 ZwSetCachedSigningLevel2
       2106  831 0009F0E0 ZwSetContextThread
       2107  832 0009F100 ZwSetDebugFilterState
       2108  833 0009F120 ZwSetDefaultHardErrorPort
       2109  834 0009F140 ZwSetDefaultLocale
       2110  835 0009F160 ZwSetDefaultUILanguage
       2111  836 0009F180 ZwSetDriverEntryOrder
       2112  837 0009F1A0 ZwSetEaFile
       2113  838 0009C210 ZwSetEvent
       2114  839 0009C5F0 ZwSetEventBoostPriority
       2115  83A 0009F1C0 ZwSetHighEventPair
       2116  83B 0009F1E0 ZwSetHighWaitLowEventPair
       2117  83C 0009F200 ZwSetIRTimer
       2118  83D 0009F220 ZwSetInformationDebugObject
       2119  83E 0009F240 ZwSetInformationEnlistment
       2120  83F 0009C530 ZwSetInformationFile
